2640	3.3467731284659537	1822
2710	2.7830241144342773	2588
2797	3.481664602396308	2374
2858	4.03027792228436	6178
3429	3.9983620497379277	336
3897	3.699651372097349	2539
4034	3.6599273861325945	2646
4226	4.080086261184959	5295
2671	3.3807695742648693	1425
2676	3.0478363759296823	115
2683	2.987107098486057	3629
2688	2.981937080674194	522
2694	3.0660782471446115	909
2706	3.128839298482749	3417
2714	3.021428571428572	14
2762	3.882556531676154	5675
2827	2.5718890156737824	247
2840	3.012032186947027	466
2959	4.277622184929539	6368
3065	3.3263888888888893	14
3101	3.276100293568275	833
3147	3.997992910319884	3130
3176	3.449992205200057	1542
3225	2.7628205128205128	49
3238	2.733333333333333	29
3408	3.4197404492388213	2138
3451	3.8550479364294388	241
3753	3.360728532204136	1640
3844	3.4806663499273816	311
3948	3.346087253674824	2509
3994	3.4193933381287547	2111
3996	3.744061307899658	4054
3998	2.7966677822867423	180
3999	2.7688500991617087	304
4022	3.456444846374032	2769
4025	2.8348937692971368	1211
4069	2.880462640213463	426
4161	2.9154130728226715	506
4223	3.6124315633848094	982
4246	3.2450656637992297	2021
4310	2.8331592241098447	1240
4776	3.7199752103677035	1234
4880	3.6715236717074897	297
4896	3.5038166224558904	2763
4963	3.769984958355983	4515
4973	4.207828323088002	4489
4975	3.289457083954207	1417
4993	4.080648573501312	6600
4995	3.7977328209157317	4150
2628	2.9144690680286556	4055
2716	3.5420679403998427	3867
2810	3.6123570261437905	146
2987	3.509684840999701	2619
2997	3.8288777851263034	3457
3000	4.144368686868687	1320
3114	3.5107026457057073	2859
3160	3.785821858814228	1477
3578	3.895025080459491	5092
3793	3.5418760119708135	4306
3910	3.8920734479341164	524
3949	3.9008526930219665	2531
4011	4.063790250972275	3040
4306	3.8426971197110347	5657
4720	3.723506544528346	1539
2657	3.2651624316762775	1289
2660	3.49375	63
2692	3.841289508597554	2268
2700	3.653324605545479	2210
2712	3.1539378060384458	1750
2726	4.093405212716223	301
2728	3.869411340259352	549
2729	3.84776540544853	365
2731	4.043798788523926	343
2750	3.838450292397661	119
2791	3.7460604219455744	2176
2927	3.907011289364231	83
2935	4.046489563567362	96
