31327	3152	2008	3.5	1
31327	3201	2008	2.5	1
31327	3783	2008	3.5	1
31327	4205	2008	2.0	1
31327	5064	2008	2.0	1
31349	2605	2008	2.5	1
31349	2644	2008	3.5	1
31349	2722	2008	2.5	1
31349	2735	2008	3.0	1
31349	2764	2008	3.0	1
31349	2808	2008	2.5	1
31349	2872	2008	4.0	1
31349	2881	2008	2.5	1
31349	2948	2008	3.5	1
31349	2949	2008	4.0	1
31349	2953	2008	2.5	1
31349	2976	2008	3.5	1
31349	2986	2008	2.5	1
31349	2989	2008	3.0	1
31349	2990	2008	2.5	1
31349	2991	2008	3.0	1
31349	2993	2008	4.0	1
31349	3020	2008	4.0	1
31349	3034	2008	4.0	1
31349	3107	2008	3.0	1
31349	3114	2008	4.0	1
31349	3219	2008	3.0	1
31349	3252	2008	4.0	1
31349	3269	2008	2.5	1
31349	3285	2008	2.5	1
31349	3555	2008	2.5	1
31349	3556	2008	3.5	1
31349	3633	2008	3.0	1
31349	3635	2008	3.0	1
31349	3638	2008	3.0	1
31349	3639	2008	3.0	1
31349	3697	2008	3.0	1
31349	3740	2008	4.0	1
31349	3766	2008	1.5	1
31349	3979	2008	2.0	1
31349	3984	2008	3.5	1
31349	3988	2008	2.5	1
31349	4005	2008	2.5	1
31349	4084	2008	2.5	1
31349	4351	2008	3.0	1
31349	4533	2008	3.5	1
31349	4572	2008	3.0	1
31349	4621	2008	3.0	1
31349	4677	2008	3.0	1
31349	4728	2008	2.5	1
31349	4815	2008	3.5	1
31349	4902	2008	4.0	1
31349	5049	2008	3.5	1
31379	2762	2008	3.5	1
31379	2807	2008	2.5	1
31379	2808	2008	4.0	1
31379	2827	2008	1.0	1
31379	2858	2008	4.0	1
31379	2860	2008	4.5	1
31379	2959	2008	4.0	1
31379	3146	2008	3.0	1
31379	3257	2008	4.0	1
31379	3409	2008	2.5	1
31379	3452	2008	3.0	1
31379	3617	2008	3.0	1
31379	3623	2008	3.5	1
31379	3717	2008	4.0	1
31379	3948	2008	4.0	1
31379	3968	2008	3.5	1
31379	3993	2008	4.0	1
31379	4148	2008	3.5	1
31379	4167	2008	3.0	1
31379	4200	2008	2.5	1
31379	4369	2008	4.5	1
31379	4372	2008	2.5	1
31379	4866	2008	4.5	1
31379	4901	2008	3.5	1
31379	4958	2008	4.0	1
31379	4963	2008	4.0	1
31379	4995	2008	4.0	1
31379	5010	2008	4.0	1
31401	2641	2008	3.5	1
31401	2871	2008	3.0	1
31401	2948	2008	4.0	1
31401	2983	2008	5.0	1
31401	3148	2008	3.5	1
31401	3328	2008	5.0	1
31401	3361	2008	3.5	1
31418	2602	2008	2.0	1
31418	2692	2008	3.0	1
31418	2732	2008	3.5	1
31418	2863	2008	3.5	1
31418	2946	2008	2.0	1
31418	3033	2008	2.5	1
31418	3076	2008	4.0	1
31418	3208	2008	2.0	1
31418	3328	2008	3.5	1
31418	3334	2008	3.5	1
31418	3408	2008	1.5	1
31418	3430	2008	3.0	1
31418	3435	2008	4.0	1
31418	3481	2008	3.5	1
31418	3539	2008	3.0	1
31418	3726	2008	3.5	1
31418	3925	2008	4.0	1
31418	4128	2008	3.5	1
31418	4296	2008	4.0	1
31418	4350	2008	3.5	1
31418	4420	2008	3.5	1
31418	4533	2008	4.0	1
31418	4546	2008	1.0	1
31418	4855	2008	4.0	1
31418	4947	2008	3.0	1
31418	4949	2008	2.0	1
31418	4987	2008	2.5	1
31418	5008	2008	4.0	1
31427	2628	2008	4.0	1
31427	2762	2008	3.5	1
31427	2858	2008	3.5	1
31427	2959	2008	4.5	1
31427	3108	2008	2.0	1
31427	3444	2008	3.0	1
31427	3564	2008	2.0	1
31427	4008	2008	3.5	1
31427	4226	2008	3.0	1
31427	4235	2008	3.5	1
31432	2640	2008	3.0	1
31432	2683	2008	3.5	1
31432	2706	2008	3.0	1
31432	2762	2008	4.5	1
31432	2770	2008	3.5	1
31432	2791	2008	3.5	1
31432	3039	2008	2.5	1
31432	3408	2008	4.0	1
31432	3489	2008	2.0	1
31432	3623	2008	1.5	1
31432	3753	2008	4.5	1
31432	3911	2008	3.5	1
31432	3967	2008	3.5	1
31432	4018	2008	2.5	1
31432	4027	2008	3.0	1
31432	4085	2008	3.5	1
31432	4848	2008	4.0	1
31432	4855	2008	4.0	1
31433	2617	2008	3.0	1
31433	2628	2008	2.5	1
31433	2683	2008	3.5	1
31433	2692	2008	3.0	1
31433	2706	2008	4.0	1
31433	2716	2008	4.0	1
31433	2761	2008	2.5	1
31433	2762	2008	4.5	1
31433	2791	2008	3.0	1
31433	2841	2008	4.0	1
31433	2858	2008	4.0	1
31433	2959	2008	5.0	1
31433	3033	2008	4.0	1
31433	3146	2008	3.0	1
31433	3156	2008	1.5	1
31433	3157	2008	2.5	1
31433	3175	2008	3.5	1
31433	3189	2008	3.5	1
31433	3253	2008	2.5	1
31433	3254	2008	1.0	1
31433	3275	2008	5.0	1
31433	3421	2008	3.5	1
31433	3489	2008	3.5	1
31433	3615	2008	1.0	1
31433	3617	2008	3.5	1
31433	3624	2008	4.0	1
31433	3671	2008	3.5	1
31433	3751	2008	2.5	1
31433	3791	2008	2.5	1
31433	3793	2008	2.5	1
31433	3809	2008	3.5	1
31433	3869	2008	3.5	1
31433	3916	2008	4.0	1
31433	3948	2008	3.0	1
31433	3949	2008	4.0	1
31433	3979	2008	3.0	1
31433	3996	2008	0.5	1
31433	4011	2008	4.0	1
31433	4015	2008	3.5	1
31433	4025	2008	2.5	1
31433	4027	2008	2.0	1
31433	4105	2008	3.0	1
31433	4128	2008	3.5	1
31433	4149	2008	3.5	1
31433	4226	2008	5.0	1
31433	4270	2008	3.0	1
31433	4293	2008	3.5	1
31433	4306	2008	4.0	1
31433	4321	2008	3.5	1
31433	4340	2008	4.0	1
31433	4343	2008	3.5	1
31433	4367	2008	2.5	1
31433	4368	2008	1.5	1
31433	4545	2008	3.0	1
31433	4643	2008	1.5	1
31433	4725	2008	4.0	1
31433	4728	2008	3.5	1
31433	4732	2008	3.5	1
31433	4816	2008	2.5	1
31433	4874	2008	4.0	1
31433	4878	2008	5.0	1
31433	4886	2008	4.0	1
31433	4890	2008	2.0	1
31433	4900	2008	5.0	1
31433	4963	2008	3.5	1
31433	4993	2008	3.0	1
31433	4995	2008	4.0	1
31433	5014	2008	3.5	1
31468	2716	2008	3.0	1
31468	3863	2008	4.0	1
31468	4954	2008	4.0	1
31473	2643	2008	2.5	1
31473	2888	2008	3.0	1
31473	2906	2008	4.0	1
31473	2959	2008	4.5	1
31473	3146	2008	4.0	1
31473	3252	2008	4.0	1
31473	3649	2008	3.0	1
31473	3668	2008	3.0	1
31473	3877	2008	3.0	1
31473	3948	2008	3.5	1
31473	4011	2008	4.0	1
31473	4030	2008	3.0	1
31473	4951	2008	2.0	1
31473	4963	2008	4.0	1
31487	2596	2008	4.5	1
31487	2613	2008	4.0	1
31487	2617	2008	4.0	1
31487	2639	2008	4.0	1
31487	2640	2008	4.5	1
31487	2641	2008	4.0	1
31487	2683	2008	3.5	1
31487	2699	2008	3.0	1
31487	2701	2008	4.0	1
31487	2710	2008	4.5	1
31487	2712	2008	3.5	1
31487	2716	2008	4.5	1
31487	2720	2008	2.5	1
31487	2725	2008	3.5	1
31487	2762	2008	4.0	1
31487	2784	2008	3.5	1
31487	2786	2008	3.5	1
31487	2787	2008	4.0	1
31487	2791	2008	4.0	1
31487	2793	2008	2.5	1
31487	2794	2008	4.0	1
31487	2795	2008	4.0	1
31487	2796	2008	3.5	1
31487	2797	2008	4.0	1
31487	2804	2008	5.0	1
31487	2815	2008	4.0	1
31487	2840	2008	2.0	1
31487	2841	2008	3.5	1
31487	2858	2008	4.5	1
31487	2871	2008	4.5	1
31487	2881	2008	3.0	1
31487	2890	2008	2.5	1
31487	2898	2008	3.5	1
31487	2908	2008	5.0	1
31487	2915	2008	4.0	1
31487	2916	2008	3.0	1
31487	2918	2008	3.5	1
31487	2944	2008	4.5	1
31487	2947	2008	4.5	1
31487	2950	2008	3.5	1
31487	2951	2008	3.5	1
31487	2959	2008	4.5	1
31487	2985	2008	3.5	1
31487	2991	2008	3.0	1
31487	3033	2008	4.5	1
31487	3039	2008	3.5	1
31487	3071	2008	3.5	1
31487	3081	2008	4.0	1
31487	3098	2008	4.0	1
31487	3100	2008	4.5	1
31487	3101	2008	4.0	1
31487	3107	2008	4.0	1
31487	3114	2008	3.5	1
31487	3145	2008	3.5	1
31487	3147	2008	4.0	1
31487	3148	2008	4.0	1
31487	3176	2008	3.5	1
31487	3203	2008	4.5	1
31487	3210	2008	4.5	1
31487	3219	2008	4.0	1
31487	3253	2008	4.0	1
31487	3255	2008	3.0	1
31487	3261	2008	4.5	1
31487	3264	2008	3.0	1
31487	3269	2008	4.0	1
31487	3274	2008	3.5	1
31487	3286	2008	3.5	1
31487	3350	2008	4.0	1
31487	3360	2008	3.5	1
31487	3362	2008	3.5	1
31487	3386	2008	4.5	1
31487	3387	2008	3.5	1
31487	3396	2008	4.5	1
31487	3398	2008	4.0	1
31487	3404	2008	4.0	1
31487	3408	2008	5.0	1
31487	3418	2008	3.5	1
31487	3421	2008	5.0	1
31487	3430	2008	3.0	1
31487	3441	2008	4.5	1
31487	3444	2008	3.5	1
31487	3448	2008	4.0	1
31487	3471	2008	4.5	1
31487	3478	2008	4.0	1
31487	3484	2008	3.0	1
31487	3494	2008	4.0	1
31487	3498	2008	4.0	1
31487	3499	2008	4.5	1
31487	3508	2008	3.5	1
31487	3525	2008	4.0	1
31487	3535	2008	3.5	1
31487	3552	2008	5.0	1
31487	3555	2008	4.0	1
31487	3578	2008	4.5	1
31487	3598	2008	4.0	1
31487	3608	2008	3.5	1
31487	3614	2008	3.5	1
31487	3617	2008	4.0	1
31487	3668	2008	5.0	1
31487	3671	2008	4.5	1
31487	3682	2008	3.5	1
31487	3688	2008	3.5	1
31487	3691	2008	3.0	1
31487	3702	2008	4.0	1
31487	3708	2008	3.0	1
31487	3717	2008	3.5	1
31487	3735	2008	4.0	1
31487	3740	2008	4.5	1
31487	3753	2008	3.5	1
