8645	2009	4.1	5
52694	2009	2.8333333333333335	3
53322	2009	3.4285714285714284	7
40581	2009	2.75	2
48774	2009	3.8529411764705883	17
49824	2009	3.25	2
8917	2009	2.4	5
26649	2009	4.444444444444445	9
52281	2009	3.8333333333333335	12
53519	2009	3.272727272727273	11
54995	2009	3.9285714285714284	7
33166	2009	3.911764705882353	17
8125	2009	3.5	1
52950	2009	3.5	1
8970	2009	3.9166666666666665	6
44694	2009	4.285714285714286	7
54997	2009	3.730769230769231	13
8368	2009	3.5384615384615383	13
48516	2009	4.0227272727272725	22
49265	2009	4.5	1
27746	2009	3.5	3
45431	2009	3.642857142857143	7
8206	2009	3.0	1
25746	2009	3.0	1
25798	2009	3.0	1
25807	2009	3.0	1
25900	2009	3.0	1
26349	2009	3.0	1
26398	2009	3.0	2
26693	2009	2.75	4
27109	2009	3.5	1
27338	2009	3.090909090909091	11
27402	2009	3.1666666666666665	3
27884	2009	3.0	1
30745	2009	2.75	2
31349	2009	3.0	1
31950	2009	3.1666666666666665	3
36531	2009	2.5	1
38320	2009	3.0	1
39703	2009	3.0	2
43011	2009	3.0	1
44238	2009	1.5	2
44777	2009	3.25	2
44911	2009	2.7142857142857144	7
44978	2009	2.5	1
47394	2009	4.0	2
49571	2009	3.0	1
51498	2009	1.8333333333333333	3
51937	2009	2.5	1
52666	2009	3.0	1
53752	2009	3.5	1
54771	2009	2.8333333333333335	3
54910	2009	3.5	1
27857	2009	4.125	4
32591	2009	3.5	1
40278	2009	3.6666666666666665	9
8665	2009	3.966666666666667	15
39183	2009	3.8461538461538463	13
51662	2009	3.3260869565217392	23
54286	2009	3.8157894736842106	19
7842	2009	4.0	2
8360	2009	3.90625	16
40815	2009	3.6666666666666665	9
41569	2009	2.6666666666666665	3
43396	2009	4.0	3
45517	2009	3.2	10
32025	2009	0.5	1
33615	2009	3.5	16
33794	2009	3.8076923076923075	26
34334	2009	4.0	1
45062	2009	3.5	2
45186	2009	3.4444444444444446	9
54775	2009	3.5	1
27611	2009	4.230769230769231	13
31878	2009	4.375	4
8874	2009	3.727272727272727	11
8910	2009	3.0	5
33826	2009	3.5	1
33880	2009	4.2	5
48262	2009	3.0	2
50685	2009	3.75	4
52973	2009	3.4166666666666665	12
54745	2009	4.25	2
7915	2009	3.0	1
8254	2009	4.0	1
26345	2009	3.4	5
45720	2009	3.25	6
49772	2009	4.0	2
27834	2009	4.166666666666667	3
41627	2009	4.5	2
44301	2009	3.25	2
41566	2009	3.5	16
47099	2009	3.9444444444444446	9
54276	2009	3.0	4
8977	2009	3.4	5
37380	2009	2.75	2
45499	2009	3.3333333333333335	9
26614	2009	3.8846153846153846	13
31952	2009	4.0	2
36276	2009	4.0	1
44555	2009	4.611111111111111	9
38886	2009	4.166666666666667	3
7982	2009	5.0	1
27317	2009	3.75	2
51709	2009	4.0	3
52952	2009	4.285714285714286	7
53468	2009	3.5	3
8667	2009	3.5	1
40732	2009	4.0	2
33493	2009	3.5416666666666665	12
27899	2009	2.0	1
44195	2009	3.375	12
44665	2009	3.9	10
47610	2009	3.875	8
8529	2009	3.111111111111111	9
8607	2009	3.5	1
8638	2009	3.875	4
8984	2009	3.625	8
25866	2009	2.5	1
26133	2009	3.0	3
26776	2009	3.75	4
31433	2009	1.0	1
31747	2009	1.5	1
33836	2009	2.0	4
34162	2009	2.9166666666666665	12
34336	2009	2.5	2
38038	2009	3.769230769230769	13
43684	2009	2.5	1
44004	2009	2.0	3
48414	2009	2.5	2
49274	2009	3.15	10
49286	2009	2.6666666666666665	3
51705	2009	3.25	2
53121	2009	2.909090909090909	11
54259	2009	3.875	8
44974	2009	3.6666666666666665	6
46948	2009	3.125	4
53318	2009	3.6666666666666665	3
8636	2009	2.94	25
8961	2009	3.8947368421052633	19
48043	2009	4.5	1
8798	2009	3.0625	8
8014	2009	3.75	2
8656	2009	3.5	1
27773	2009	4.357142857142857	7
30803	2009	4.0	4
53161	2009	3.25	2
43710	2009	3.1666666666666665	3
46578	2009	3.9791666666666665	24
43921	2009	3.75	2
39234	2009	4.0	1
40819	2009	3.5833333333333335	6
49530	2009	4.0625	16
8361	2009	2.2916666666666665	12
27846	2009	3.8333333333333335	3
37729	2009	3.5833333333333335	6
52767	2009	3.5	2
8957	2009	3.95	10
33669	2009	3.3333333333333335	3
36519	2009	3.875	4
41571	2009	3.611111111111111	9
48780	2009	4.0	12
49272	2009	3.823529411764706	17
51471	2009	3.75	2
8958	2009	3.75	2
53956	2009	3.5	6
33321	2009	4.0	1
30793	2009	3.6	10
30822	2009	3.1666666666666665	3
8056	2009	4.0	1
8331	2009	4.5	1
25905	2009	4.5	1
25951	2009	4.0	1
26123	2009	4.0	1
26144	2009	3.5	1
26147	2009	5.0	1
26199	2009	3.5	1
26301	2009	3.5	1
30812	2009	3.423076923076923	13
32234	2009	5.0	1
34002	2009	4.0	1
38499	2009	4.125	4
47721	2009	5.0	1
49957	2009	4.0	3
50970	2009	2.0	1
51372	2009	3.5	2
52967	2009	3.8333333333333335	3
53887	2009	2.5	1
54272	2009	3.2666666666666666	15
27831	2009	3.875	4
31785	2009	3.5	2
25995	2009	4.0	2
37720	2009	3.3333333333333335	3
53464	2009	2.1666666666666665	3
27778	2009	3.5	1
52435	2009	3.642857142857143	7
46062	2009	2.25	2
46972	2009	3.0833333333333335	6
53921	2009	3.0	1
54075	2009	3.5	1
51540	2009	3.6666666666666665	9
52287	2009	3.375	4
53769	2009	3.8333333333333335	3
8464	2009	3.5833333333333335	12
51255	2009	3.7142857142857144	7
8531	2009	2.3333333333333335	3
26228	2009	4.0	2
26379	2009	3.5	1
30820	2009	3.75	2
35836	2009	3.264705882352941	17
32160	2009	5.0	1
32587	2009	3.8333333333333335	15
52604	2009	3.5	5
39292	2009	3.4	5
7925	2009	4.125	4
7981	2009	4.166666666666667	3
8154	2009	3.5	1
8949	2009	3.2	5
26131	2009	4.0	2
26171	2009	3.5	1
27266	2009	4.333333333333333	3
30810	2009	3.75	12
31221	2009	1.75	2
33004	2009	2.9375	8
34072	2009	3.4375	8
34437	2009	3.5	3
34542	2009	3.5	1
39381	2009	1.5	1
41997	2009	3.7142857142857144	7
45210	2009	3.125	4
47044	2009	4.25	2
25788	2009	3.3333333333333335	3
42734	2009	3.3333333333333335	3
8814	2009	2.6	5
27808	2009	4.25	2
39231	2009	4.0	2
48304	2009	3.5714285714285716	7
8915	2009	4.0	1
53129	2009	3.5	2
45672	2009	2.9166666666666665	6
32139	2009	3.0	1
47200	2009	3.3333333333333335	3
45382	2009	3.25	2
8365	2009	4.5	1
27340	2009	2.5	1
8387	2009	2.0	3
53447	2009	3.3333333333333335	3
42213	2009	4.0	1
43932	2009	2.5	1
25850	2009	3.75	2
44864	2009	3.25	2
53460	2009	3.0	3
54503	2009	3.7857142857142856	7
48738	2009	4.05	10
48856	2009	4.0	1
36477	2009	2.8333333333333335	3
