46257	5268	3.5	1
46257	5333	5.0	1
46257	5349	0.5	1
46257	5418	3.0	1
46257	5483	3.5	1
46257	5508	4.5	1
46257	5528	4.5	1
46257	5602	4.0	1
46257	5673	4.5	1
46257	5817	2.5	1
46257	5856	4.0	1
46257	5876	4.0	1
46257	5952	4.5	1
46257	5954	4.0	1
46257	6296	4.0	1
46257	6365	0.5	1
46257	6531	4.0	1
46257	6552	4.5	1
46257	6610	4.0	1
46257	6620	4.5	1
46257	6711	4.5	1
46257	6770	4.5	1
46257	6867	4.0	1
46257	6870	4.0	1
46257	6874	4.0	1
46257	6934	0.5	1
46257	6953	4.0	1
46257	7019	0.5	1
46257	7090	4.0	1
46257	7153	4.5	1
46257	7199	4.0	1
46257	7235	4.0	1
46257	7361	4.5	1
46257	7365	4.0	1
46257	7438	4.0	1
46257	7460	4.5	1
46271	5299	4.0	1
46271	5349	4.0	1
46271	5378	3.5	1
46271	5445	3.0	1
46271	5952	5.0	1
46271	5991	4.0	1
46271	5992	5.0	1
46271	6333	4.0	1
46271	6365	4.0	1
46271	6377	5.0	1
46271	6539	4.5	1
46271	6874	4.5	1
46271	6934	4.5	1
46271	7123	5.0	1
46271	7147	4.5	1
46271	7153	5.0	1
46271	7361	5.0	1
46271	7438	5.0	1
46289	6299	3.0	1
46289	6663	3.0	1
46289	6711	4.0	1
46289	6773	5.0	1
46289	7004	0.5	1
46289	7361	5.0	1
46291	5444	4.0	1
46291	5446	5.0	1
46291	5459	4.0	1
46291	5502	3.5	1
46291	6537	4.5	1
46291	6934	4.0	1
46291	6947	4.0	1
46291	7139	5.0	1
46291	7160	5.0	1
46291	7440	5.0	1
46291	7451	4.0	1
46291	7773	5.0	1
46300	6565	4.0	1
46300	6867	5.0	1
46300	6879	4.0	1
46300	7263	4.0	1
46319	5103	3.5	1
46319	5254	3.0	1
46319	5266	4.0	1
46319	5293	3.0	1
46319	5294	3.0	1
46319	5299	3.5	1
46319	5349	4.0	1
46319	5361	4.0	1
46319	5378	4.5	1
46319	5388	3.5	1
46319	5400	3.0	1
46319	5418	3.5	1
46319	5420	3.0	1
46319	5444	3.5	1
46319	5445	3.5	1
46319	5459	3.0	1
46319	5464	4.5	1
46319	5478	2.5	1
46319	5502	4.5	1
46319	5618	1.5	1
46319	5621	3.0	1
46319	5872	3.5	1
46319	5882	4.0	1
46319	5952	5.0	1
46319	5956	3.5	1
46319	5957	3.0	1
46319	5989	3.5	1
46319	5995	4.5	1
46319	6059	3.0	1
46319	6155	3.5	1
46319	6156	2.5	1
46319	6157	2.5	1
46319	6264	2.5	1
46319	6281	3.5	1
46319	6294	2.5	1
46319	6333	4.0	1
46319	6365	3.5	1
46319	6373	3.5	1
46319	6377	4.5	1
46319	6378	3.0	1
46319	6405	3.0	1
46319	6503	3.0	1
46319	6533	3.0	1
46319	6534	2.5	1
46319	6535	2.5	1
46319	6537	4.0	1
46319	6539	5.0	1
46319	6541	3.5	1
46319	6564	3.0	1
46319	6565	3.5	1
46319	6595	3.5	1
46319	6686	2.0	1
46319	6753	3.5	1
46319	6764	4.0	1
46319	6879	3.0	1
46319	6889	3.0	1
46319	6934	3.0	1
46319	6936	4.0	1
46319	6944	4.0	1
46319	6947	4.0	1
46319	7007	3.0	1
46319	7018	2.5	1
46319	7147	3.0	1
46319	7153	5.0	1
46319	7162	3.0	1
46319	7163	3.5	1
46319	7293	3.5	1
46319	7324	3.5	1
46319	7379	4.5	1
46319	7381	2.0	1
46319	7386	3.5	1
46319	7438	3.0	1
46319	7439	3.0	1
46319	7454	2.5	1
46319	7458	3.5	1
46333	5903	4.0	1
46333	6539	3.5	1
46333	7153	4.0	1
46362	5219	5.0	1
46362	5445	5.0	1
46362	5481	4.5	1
46362	5693	0.5	1
46362	5816	4.0	1
46362	5903	4.5	1
46362	6157	4.0	1
46362	6373	4.5	1
46362	6379	4.5	1
46362	6502	4.5	1
46362	6537	5.0	1
46362	6541	4.0	1
46362	6874	3.5	1
46362	6888	5.0	1
46362	7036	3.0	1
46362	7153	4.5	1
46362	7254	5.0	1
46362	7371	4.5	1
46374	5152	3.0	1
46374	5378	3.0	1
46374	5459	3.5	1
46374	5618	5.0	1
46374	5816	2.5	1
46374	5952	3.5	1
46374	6104	5.0	1
46374	6441	3.5	1
46374	6662	4.0	1
46374	6663	4.5	1
46374	6807	4.5	1
