50	4.233352972260688	4861
104	3.2822511068478812	1764
235	3.6856464010560455	1152
920	3.753139051731475	1312
1080	4.0149196813410875	2596
1230	3.8891103018903124	1219
1288	4.013576923695942	1595
1380	3.092738164098422	1923
1500	3.591211148151779	1304
1653	3.7963900476942647	2251
2174	3.3969751807639423	2568
2502	4.011101369563424	3120
10	3.2804893026392947	2349
22	3.0396388293335384	527
34	3.0185579380779637	2295
39	3.079840684688421	2029
47	4.064439009964196	4672
62	3.479379671410755	1126
110	3.848180106715292	5246
140	2.7601449275362318	86
145	2.9233513570618928	1201
150	3.5647605895149677	4071
160	2.4512007095101653	783
185	2.8152398490837225	1564
208	2.636932472796864	2488
218	2.906457739791073	77
231	3.0240049138542044	3489
266	3.3938582336116445	847
292	3.251434781506762	1613
316	3.4165496500859454	2129
318	4.375711815946339	6421
339	3.165707733287409	1185
350	3.3946986964315187	738
351	3.039184045018206	104
356	4.010352247419647	6864
380	3.3226446701954413	3428
454	3.4048318695238455	1503
457	3.680294686724158	3700
480	3.4216484946045345	5772
500	3.2148418596435477	3591
531	3.3547663481248993	650
539	3.206945205153838	2248
586	2.958063689933071	3143
588	3.594984633085228	3433
590	3.49283131899408	3180
593	3.9826920538749913	5879
597	3.2272483429079273	3303
647	3.2104608472894918	346
733	3.3781928413325497	2943
736	2.955943674402526	3003
786	3.031914270813415	1210
788	2.3439162305612857	1544
805	3.152552574940359	718
837	3.25537010704859	469
919	3.8000582178419755	2346
1014	2.5654737419443303	64
1035	3.645052455680938	1370
1073	3.6991803456707624	2732
1197	4.123995025378762	3310
1250	4.143314828881347	1132
1258	3.9058502676331632	3063
1307	3.699373224740712	2027
1393	3.2757604324657943	2345
1408	3.715208859932069	985
1580	3.41236517467222	4870
1584	3.6476809816372535	2217
1597	3.2699534746539363	935
1620	3.236652036286393	309
1682	3.760992144901178	3498
1704	3.8970926421420695	3743
1876	2.679347500210226	1172
1894	2.8284297052154193	420
1923	3.2936057118064808	3550
1961	3.830216162098466	3431
2052	3.1071305560111533	206
2297	3.53219069459933	370
2353	3.637261369281098	1702
2396	3.485787589121913	2374
2539	3.2172153588774624	869
2541	3.2871669238335004	991
2571	4.096089021277572	7201
2572	3.2769872194585945	1131
1	3.708349431736297	5038
2	3.020933274113474	2300
19	2.501044507753933	2278
32	3.901439032178742	4079
111	4.0849858122097995	2384
153	2.671406953161689	2588
165	3.535028701308799	2774
253	3.577123837587692	2158
260	3.9972583464513707	5531
296	4.169638815107513	6624
344	2.823681302568975	4003
364	3.7222631642714417	3813
367	2.8815273530494925	3560
377	3.1580412815189	3950
410	2.8510052424210057	1213
541	4.000662658225829	3353
551	3.862720011785202	1814
589	3.850353731879765	4800
592	3.383893392550956	3756
595	3.4953639073840868	2707
741	3.7441123587792084	904
778	3.9409875385060236	2744
780	3.1894895494295676	5126
858	4.236744000107046	4786
1036	3.8739147028519034	3523
1079	3.682396970666339	1707
1101	3.093067749690047	2592
1136	4.061605073138814	4215
1196	4.124718581981156	5145
1198	4.114661120367495	5189
1200	3.9362248967301388	2950
1210	3.958762818550115	4939
1214	3.9182095552626133	3552
1220	3.6183848184844765	2033
1221	4.221866843177734	3238
1240	3.718757453297986	3911
1270	3.8186275154680684	5276
1274	3.7683808401601016	939
1291	4.043217777325971	3990
1517	3.199426299412881	3199
1527	3.7163297549712073	3569
1610	3.7257643711658415	2346
1721	3.1321780733312785	4804
1917	2.9104013792565073	3109
2012	3.2348947342263816	2806
2028	3.9339144586703205	4680
2329	4.089651434983331	4061
2355	3.3676669921415425	2324
3	3.011673476987904	737
16	3.837713330865346	1658
52	3.1957678809341874	286
348	3.7073907683236516	242
370	2.692652200740436	1350
412	3.694627583749109	169
492	3.7328671328671326	138
502	2.1902606574216748	258
527	4.129417067444342	4752
594	3.40856159769495	1435
648	3.369937151304526	3802
653	3.232092703884833	997
680	3.5930555555555554	78
750	4.157823046588957	2785
898	3.9841167338525563	475
902	3.754147513472383	739
903	4.108526749396421	1425
904	4.0836438630111545	1862
905	4.092544897800743	275
908	4.062827065677967	1462
909	3.8004926527084137	416
910	4.00238273239918	1079
912	4.123102513587232	2566
913	4.057958347095444	1118
914	3.663007986141375	914
915	3.698099951124145	392
922	4.157819219416982	596
923	4.114842953405127	1878
924	3.833151747024945	2603
926	4.0326444621839554	359
928	4.055698979264496	333
929	3.79502442002442	66
930	3.972651874673096	395
931	3.9668176328502414	136
